opening,entropy
e4 e5 Nf3 Nc6 d4 d6 d5 Nce7 Nc3 Nf6,6.280278497127046
e4 c5 Nf3 Nc6 Nc3 d6 d4 cxd4 Nxd4 Nf6,6.279386888181807
e4 c5 Nf3 Nc6 Nc3 e6 d4 cxd4 Nxd4 Nf6,6.2785023466339345
e4 c5 Nf3 d6 Nc3 Nf6 d4 cxd4 Nxd4 e6,6.278124866672905
e4 e5 Nf3 Nc6 d4 Nf6 d5 Ne7 Nc3 d6,6.278059416015876
e4 c5 Nf3 d6 Nc3 e6 d4 cxd4 Nxd4 Nf6,6.2742955100407904
e4 e5 Nf3 Nc6 Bb5 d6 d4 Bd7 Nc3 Nf6,6.26885585419005
e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nf6 d3 d6,6.268840555512782
e4 e5 Nf3 Nc6 Bc4 Be7 d4 d6 O-O Nf6,6.266022569622259
e4 c5 Nf3 d6 Bc4 Nf6 Nc3 e6 d4 cxd4,6.265466926600336
e4 e5 Nf3 Nc6 Bc4 Be7 c3 Nf6 d4 d6,6.25972152671047
e4 c5 Nf3 Nc6 Nc3 Nf6 d4 cxd4 Nxd4 d6,6.255887370880563
e4 c5 Nf3 d6 Nc3 Nc6 d4 cxd4 Nxd4 Nf6,6.255063138796363
e4 c5 Nf3 Nc6 Bc4 e6 Nc3 Nf6 d3 d5,6.254258104635605
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d6 Nc3 Nf6,6.247985720269135
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Nc6,6.247961591646438
e4 c5 Nf3 d6 Nc3 Nf6 Bc4 e6 O-O Be7,6.244230366924767
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6,6.243532946093368
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 Nc3 Nf6,6.243497965930364
e4 c5 Nf3 d6 Nc3 Nf6 d4 cxd4 Nxd4 Nc6,6.241940282441911
e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 Nc3 d6,6.241479879675153
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 d6 O-O Nf6,6.241081651128273
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 O-O d6,6.240798878550181
e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 O-O d6,6.238148420555634
e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 d4 d6,6.2364554981845455
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6,6.234946323000905
e4 c5 Nf3 d6 Bc4 e6 O-O Nf6 Nc3 a6,6.233987807115523
e4 c5 Nf3 e6 Nc3 Nc6 d4 cxd4 Nxd4 Nf6,6.233031499913054
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 d4 exd4,6.2329556036206055
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 O-O d6,6.232864163490165
d4 d5 Nf3 Nc6 c4 e6 Nc3 Nf6 Bg5 Be7,6.232039962613501
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nc6 Nc3 Nf6,6.231994206505551
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Be7 d4 d6,6.230441320266239
e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 d6 d3 Nf6,6.229942339817348
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6,6.229777176546538
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 d6,6.228766705658604
e4 e5 Nf3 d6 Nc3 Nf6 d4 exd4 Qxd4 Nc6,6.225206950463913
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 d4 Bd7,6.224153951889282
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 d6 dxe5 Nxe5,6.223580714735501
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 Nc3 d6,6.22112056831465
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Be7 O-O d6,6.219915178051333
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Nc3 d6,6.219529016884888
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 Nf6,6.219438230218102
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 d5,6.215873609953531
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 O-O d6,6.215370409862507
e4 e5 Nf3 Nc6 Bc4 Be7 Nc3 Nf6 d3 d6,6.214794402742742
e4 e5 Nf3 d6 Bc4 h6 O-O Nf6 Nc3 Nc6,6.214358295643997
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e6 Nc3 Nf6,6.214301957391129
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Be7 d3 d6,6.212704474120593
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6,6.212565708255934
e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 O-O Nc6,6.211818786169281
e4 c5 Nf3 d6 Bc4 Nf6 Nc3 e6 O-O Be7,6.20945881570955
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3 d6,6.209056372983772
e4 c5 Nf3 d6 d4 cxd4 Nxd4 e6 Nc3 Nf6,6.207043614965376
e4 e5 Nf3 Nc6 Bc4 h6 c3 Nf6 d4 d6,6.206870035979815
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 d6 dxe5 dxe5,6.205104712152759
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6,6.203336947411324
e4 c5 Bc4 e6 Nc3 Nc6 Nf3 Nf6 d4 cxd4,6.203044293201325
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 O-O d5,6.202443331254801
e4 c5 Nf3 d6 Nc3 Nf6 d4 cxd4 Qxd4 Nc6,6.2016639209450215
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 d3 d6,6.201325710001828
e4 e5 Nf3 Nc6 Bc4 d6 d3 Be7 Nc3 Nf6,6.198609162569357
e4 c5 Nf3 d6 Bc4 Nf6 Nc3 e6 O-O a6,6.198578600742856
e4 e5 Nf3 d6 d4 exd4 Qxd4 Nf6 Nc3 Nc6,6.198038402764779
e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 d6 d4 exd4,6.1938903405747485
e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4 Nxd4 d5,6.193432514584507
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6,6.192826698057147
e4 e5 Nf3 Nc6 d4 exd4 Bc4 d6 O-O Nf6,6.1920064300449
d4 d5 c4 e6 Nc3 c5 e3 Nf6 Nf3 Nc6,6.190271880322948
d4 e6 c4 d5 Nc3 Nf6 e3 c5 Nf3 Nc6,6.187248798621836
e4 c5 Nf3 d6 d4 Nf6 Nc3 cxd4 Nxd4 Nc6,6.1842887111670555
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 d6 Nc3 Be7,6.18286749035566
d4 d5 c4 e6 Nc3 c5 Nf3 Nc6 e3 Nf6,6.17982283494835
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6,6.1781103748040485
e4 c5 Nc3 Nc6 Nf3 d6 d4 cxd4 Nxd4 Nf6,6.177239387545376
e4 c5 Nf3 d6 Bc4 e6 Nc3 Nf6 d3 Be7,6.176512741436313
e4 e5 Nf3 d6 Nc3 c6 d4 exd4 Nxd4 Nf6,6.175636465366103
d4 d5 c4 e6 Nc3 c5 e3 Nc6 Nf3 Nf6,6.175574545205894
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 d6 Nc3 Nf6,6.174616450846165
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O d6,6.173683322324534
e4 e5 Nf3 Nc6 Bc4 h6 d3 Nf6 Nc3 d6,6.172250053612526
e4 e6 d4 c5 Nf3 cxd4 Nxd4 Nf6 Nc3 Nc6,6.171468891432132
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 d6 d3 Be7,6.168855794599239
e4 e5 Nf3 Nc6 Bc4 Be7 Nc3 Nf6 d4 exd4,6.166370811066877
e4 e5 Nf3 Nf6 Nc3 d6 d4 exd4 Nxd4 Nc6,6.166161057144548
e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nf6 Nc3 Nc6,6.163148464219157
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 d6 d3 Nf6,6.162766232588497
e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 d3 d6,6.162110921918847
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Be7 Nc3 d6,6.161754589543074
e4 e5 Nf3 d6 Bc4 Nf6 Nc3 Be7 d4 O-O,6.160549459616723
e4 c5 Nc3 Nc6 Nf3 Nf6 d4 cxd4 Nxd4 d6,6.160313331982388
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 d3 d6,6.158709659977351
e4 e5 Nf3 Nf6 Nc3 d6 d4 exd4 Nxd4 d5,6.157637268862265
e4 c5 Nf3 d6 Bc4 Nc6 Nc3 Nf6 d3 g6,6.156923949123086
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 d5 dxe5 Nxe4,6.155180853812327
e4 c5 Nc3 d6 Nf3 Nc6 d4 cxd4 Nxd4 Nf6,6.15386952282462
e4 c5 Nf3 d6 Bc4 Nf6 d3 e6 Nc3 Be7,6.153758469289066
e4 e6 Nf3 c5 d4 cxd4 Nxd4 Nf6 Nc3 Nc6,6.1522240768440835
e4 c5 Nc3 Nc6 Nf3 e6 d4 cxd4 Nxd4 Nf6,6.1519991042414475
e4 e5 Nf3 Nc6 Bb5 d6 O-O Nf6 Nc3 Be7,6.149273932756241
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Be7 d4 exd4,6.148769412874621
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Nc3 d6,6.147259097609731
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Be7 d3 d6,6.146633956066799
e4 c5 Nc3 d6 Nf3 Nf6 d4 cxd4 Nxd4 Nc6,6.145797937221656
d4 d5 c4 e6 Nc3 Nf6 Nf3 c5 e3 Nc6,6.144790700054584
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 O-O Be7,6.143358713555035
e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nf6 d3 O-O,6.143273836917158
e4 e5 Nf3 Nc6 Bc4 Be7 d4 d6 h3 Nf6,6.1420055947535195
e4 c5 Nf3 d6 Bc4 Nf6 d3 e6 Nc3 a6,6.141465324006625
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 h3 d6,6.1398478614827035
d4 d5 Nf3 Nc6 c4 e6 Nc3 Nf6 e3 Bb4,6.139793907817313
d4 d5 c4 e6 Nc3 Nf6 e3 c5 Nf3 Nc6,6.139732633951317
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Be7,6.139029222063173
e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 d3 Nc6,6.138710592850375
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 d5,6.138334623819268
e4 e5 Nf3 Nc6 Bb5 d6 O-O Nf6 Nc3 Bg4,6.137216783749423
e4 e5 Nf3 Nc6 Bc4 h6 d3 d6 Nc3 Nf6,6.135625955135791
e4 e5 Nf3 Nc6 Nc3 Bc5 Be2 Nf6 O-O d6,6.135584519507639
e4 e5 Nc3 Nc6 Nf3 Nf6 Bc4 Bc5 O-O d6,6.134861235427795
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 d6 d3 Bg4,6.134620288005867
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 c6,6.134583054119186
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 h3 d6,6.132731889589828
e4 e5 Nf3 Nf6 Nc3 d6 d4 exd4 Qxd4 Nc6,6.132584112913955
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 d3 d6,6.132290521482652
e4 c5 Nf3 d6 c4 Nf6 Nc3 Nc6 d4 cxd4,6.131368228292869
e4 c5 Nf3 d6 Bc4 Nf6 Nc3 e6 d3 a6,6.130236836036901
e4 e5 Nf3 d6 Bc4 Be7 O-O Nf6 Nc3 c6,6.129507979907273
e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bc5 O-O d6,6.1293799506325595
e4 c5 Bc4 e6 Nc3 Nc6 a3 Nf6 Nf3 d5,6.129022894703662
e4 c5 Nf3 Nc6 Bc4 e6 Nc3 Nf6 a3 d5,6.128757770111127
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5 O-O d6,6.127431080473068
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Bc5,6.126357091732107
e4 e5 Nf3 Nc6 Bc4 d6 d3 h6 Nc3 Nf6,6.1263251256183855
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 c3 d5,6.125101364951019
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 Nc3 a6,6.123429884168424
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 Nxe4 O-O d5,6.1230757309728565
e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 d4 Bb4,6.119627343452771
e4 e5 Nf3 Nf6 Nc3 Nc6 d4 d5 dxe5 dxe4,6.117490887837572
e4 c5 Nf3 d6 Nc3 Nf6 d4 cxd4 Nxd4 e5,6.115533247582222
e4 e5 Nf3 Nf6 Nc3 d6 d4 exd4 Nxd4 c5,6.1150536481551345
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 d4 Bg4,6.114848815583887
e4 e5 Nf3 d6 Nc3 Nf6 d4 exd4 Nxd4 c5,6.11473333474241
e4 e5 Nf3 Nf6 Nc3 d6 d4 Nc6 dxe5 Nxe5,6.113905463213754
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 O-O Be7,6.1129053777556095
e4 c5 Nc3 d6 Nf3 e6 d4 cxd4 Nxd4 Nf6,6.111522796717147
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d4 Nxd4,6.111019473667062
e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 d4 exd4,6.110728860958337
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Be7 d4 exd4,6.108823099366763
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bc5,6.108160317653004
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 d4 a6,6.107821644109914
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 d4 exd4,6.106604409206944
e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Nc3 O-O,6.105863669934106
e4 e5 Nf3 Nc6 Bb5 d6 Nc3 Nf6 d3 Be7,6.105468326634786
e4 e5 Bc4 Nc6 Nf3 Nf6 d4 exd4 O-O d6,6.103439993794472
e4 e5 Nf3 Nc6 Bb5 d6 O-O Nf6 d4 exd4,6.1004490397523705
e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Nc3 Nc6,6.099213789636248
e4 e5 Nf3 Nc6 Bb5 d6 d4 Bd7 O-O Nf6,6.097637931457769
e4 c5 Nc3 e6 Nf3 Nc6 d4 cxd4 Nxd4 Nf6,6.097315752814832
e4 e5 Nf3 Nf6 Nc3 d6 d4 Nc6 dxe5 dxe5,6.096947307303403
e4 c5 Nc3 e6 Nf3 Nf6 d4 cxd4 Nxd4 Nc6,6.096446754312487
e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nf6 h3 O-O,6.096194382106986
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Nxe4 d4 d5,6.095969556740694
e4 c5 Nf3 Nc6 Nc3 Nf6 d4 cxd4 Nxd4 e5,6.095904968139823
e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nc6 Nf3 Nf6,6.091903595606378
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3 O-O,6.091672304459366
e4 e5 Nf3 d6 Bc4 Nc6 d3 h6 Nc3 Nf6,6.091626388856236
e4 c5 Nc3 d6 Nf3 Nf6 d4 cxd4 Qxd4 Nc6,6.090973104125002
e4 e5 Nf3 d6 Nc3 Be7 d4 exd4 Nxd4 Nf6,6.090763400960626
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 a3 d6,6.090510054174142
d4 d5 c4 e6 e3 Nf6 Nf3 c5 Nc3 Nc6,6.090430587487947
e4 e5 Nf3 d6 Nc3 Be7 Bc4 Nf6 d4 exd4,6.090068956445543
e4 e6 Nf3 d5 exd5 exd5 d4 Nc6 Nc3 Nf6,6.089818985871899
e4 e5 Nf3 d6 Nc3 Nf6 d4 exd4 Nxd4 Be7,6.089247675118858
e4 d6 Nf3 Nf6 Nc3 Nbd7 d4 e5 d5 Be7,6.089053155830411
e4 e5 Nf3 Nf6 Nc3 d6 d4 exd4 Nxd4 Be7,6.088614410149422
e4 e5 Nf3 d6 Bc4 h6 O-O Nf6 Nc3 c6,6.0875097545922605
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Nf6 O-O Bc5,6.087453786854419
e4 d6 Nf3 Nf6 Nc3 c5 d4 cxd4 Nxd4 Nc6,6.087309795274173
e4 e5 Nf3 Nc6 Nc3 Bc5 d4 exd4 Nd5 Nf6,6.086957798613073
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d4 exd4,6.0867256219899435
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 d4 exd4,6.086497214263038
e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nf6 O-O O-O,6.086324100319934
d4 Nf6 c4 e6 Nc3 c5 e3 d5 Nf3 Nc6,6.086295468153684
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 d6 h3 Nf6,6.085955138395425
e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Nf3 Nc6,6.085580481361323
e4 e5 Nf3 d6 Nc3 Nf6 Bc4 Be7 d4 exd4,6.085117515732166
e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 O-O c6,6.084115804567861
e4 e5 f4 Nc6 Nf3 d6 Bc4 Nf6 Nc3 Be7,6.082069645289991
d4 d5 c4 e6 Nc3 Nf6 Nf3 Nc6 Bg5 Be7,6.080228294066788
e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4 Nxd4 Bc5,6.079964205693654
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 d3 O-O,6.079868792744551
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 c5,6.079247605200747
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bb4 d3 d6,6.078310105184383
d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 c3 Nc6,6.078097539044786
d4 Nf6 c4 e6 Nc3 d5 e3 c5 Nf3 Nc6,6.077780843858533
e4 e5 Nf3 Nc6 d4 exd4 Bc4 d6 Nxd4 Nf6,6.077754954634455
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5,6.076569586221568
e4 e5 Nf3 Nc6 Bc4 Bc5 d4 exd4 O-O Nf6,6.074617270602661
e4 e5 Bc4 Nf6 Nc3 c6 Nf3 d6 Ng5 d5,6.074525134331911
e4 e5 Nf3 Nc6 Nc3 Nf6 Be2 Bc5 O-O d6,6.073912063694027
e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 d6 d4 exd4,6.072595235791825
e4 e5 Nf3 Nc6 Bc4 Be7 d3 Nf6 Nc3 O-O,6.072386848005939
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d6 Bc4 Nf6,6.0710343542994805
e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 Bc5 O-O d6,6.070760597290175
e4 c5 Nf3 d6 Bc4 e6 c3 Nf6 d3 Nc6,6.070504141821642
e4 c5 Nf3 d6 Bc4 e6 O-O Nc6 c3 Nf6,6.070437908148635
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e5,6.068859519070084
e4 e5 Nf3 d6 Bc4 h6 Nc3 c6 O-O Nf6,6.068259351294428
e4 e5 Bc4 Nf6 Nc3 Bc5 Nf3 Nc6 O-O O-O,6.066945777685255
d4 d5 Nf3 e6 e3 Nf6 Bd3 c5 c3 Nc6,6.0666368615633575
e4 e5 Nf3 Nc6 Bc4 Be7 O-O Nf6 d4 exd4,6.064999336781954
e4 e5 Nf3 d6 Nc3 Nf6 d4 exd4 Nxd4 Bg4,6.064782343179641
e4 e5 Nf3 Nf6 Nc3 Bc5 d4 exd4 Nxd4 d6,6.064191156758471
e4 e5 Nf3 d6 Bc4 h6 h3 Nf6 Nc3 Nc6,6.06405972582922
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nd5 Be7,6.063334338693748
e4 e5 Nf3 d6 Bc4 Be7 Nc3 Nf6 d3 c6,6.062562541296465
e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 h6 O-O Nf6,6.062198694966253
e4 e5 Nf3 d6 Nc3 Be7 d4 exd4 Qxd4 Nf6,6.061187611835022
e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 h3 Nc6,6.0608025370109795
e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 Nc3 a6,6.059839834178555
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 h3 d6,6.0587386396522005
e4 e5 Nf3 Nc6 Bc4 Be7 Nc3 Nf6 d3 O-O,6.058145071788148
e4 e5 Nc3 Nc6 Nf3 Nf6 Bc4 Bc5 d3 d6,6.057543614233339
d4 Nf6 Nf3 e6 c4 c5 Nc3 cxd4 Nxd4 Nc6,6.057114235851831
e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nf6 Ng5 O-O,6.056962456546341
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 d4 Bd7,6.056172532962914
e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 Nf3 a6,6.055536026799804
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 d6 O-O Bd7,6.05500647620602
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 h6 d4 exd4,6.053567000806876
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 O-O d6,6.053558552188492
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O Be7,6.052840287877375
e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bc5 d3 d6,6.052540187998104
e4 e5 Nf3 Nc6 Nc3 a6 Bc4 h6 O-O Nf6,6.052175070328829
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Be7 O-O Nf6,6.051638744892508
e4 e5 Nf3 d6 Bc4 Be7 Nc3 Nf6 d4 exd4,6.051444867239134
e4 e5 Nf3 Nc6 Bc4 d6 d4 exd4 Nxd4 Nf6,6.050851722059641
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Be7 d3 O-O,6.05002584068941
e4 e5 d4 exd4 Nf3 d6 Nxd4 Nf6 Nc3 Be7,6.049901113627088
e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bc5 d3 O-O,6.04766403119679
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 d4 exd4,6.047516329652975
e4 e5 Nf3 d6 h3 Nf6 Nc3 Nc6 Bc4 Be7,6.046903141322096
e4 e5 Nf3 Nc6 Bc4 h6 Nc3 d6 h3 Nf6,6.046587106867657
e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 O-O a6,6.044636353171791
e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 O-O Nf6,6.0439803028758075
e4 c5 Nf3 Nc6 Bc4 e6 d4 cxd4 Nxd4 Nf6,6.043645032544708
e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 O-O Be7,6.043331022844144
e4 c5 Nf3 Nc6 Bc4 e6 O-O Nf6 d3 d5,6.043014349087708
e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 a3 d6,6.042911204957495
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Bb4,6.041923406049171
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Be7,6.04098005777461
e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O Bc5,6.040171645605067
e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 h3 O-O,6.038332274225184
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Bb4,6.037268906431516
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Nc3 O-O,6.036710874740398
e4 e5 Nf3 d6 Nc3 h6 d4 exd4 Nxd4 Nf6,6.036427671848705
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Bg4,6.0358155983154
e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 h3 O-O,6.035160935251652
e4 e5 Nf3 d6 Bc4 Be7 Nc3 c6 d3 Nf6,6.03506055874908
e4 e5 Nf3 Nf6 Nc3 Nc6 d4 exd4 Nxd4 Bb4,6.034961989174757
e4 e5 Bc4 Nf6 Nc3 Bc5 Nf3 Nc6 Ng5 O-O,6.034795323561712
e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 Nc3 Nf6,6.0344091553389925
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 d5,6.034071042852707
e4 e5 Nf3 Nc6 Bc4 Nf6 c3 Nxe4 d4 d5,6.033950931007167
e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 g6,6.03347379900949
