word,entropy
torcs,3.845123431901531
waste,3.8449604631592336
parse,3.8444223476950334
tesla,3.843907058406278
tride,3.8438423768858785
heirs,3.8437797430926937
rages,3.8436583088504297
bates,3.842565795186479
chare,3.841955958771414
rines,3.841374125831309
prase,3.840743700802152
saned,3.8406527714570426
siren,3.840466617626421
roues,3.8402211078401045
resit,3.840029694988889
earth,3.838990667652691
tases,3.838747451511918
rased,3.8383578087042016
ronts,3.8381730984507363
wites,3.8380820804123115
seral,3.8377459588169716
teams,3.8372397583339337
sited,3.837167584888624
hales,3.8369477122289597
toils,3.836944656974905
trees,3.8368079155825936
oater,3.836802883242817
bries,3.8367870910858164
gates,3.836366703395597
tomes,3.835959403185308
horse,3.8355630915770393
apres,3.8354468292702584
wales,3.8347086985031775
ahent,3.8345759696243067
coste,3.8340571491546136
rosed,3.8336379379322274
fries,3.8334463178292397
acers,3.8329935960413555
rotis,3.8327942663403562
arett,3.832565208792385
tains,3.832320633377891
artis,3.8320625909813306
vares,3.8320387491644192
saint,3.8319846829299204
hater,3.831719113919811
tices,3.831105355006119
trave,3.8306008650526215
roans,3.830587919109495
beast,3.830168155584529
herls,3.8298583737464695
their,3.829394814200621
taber,3.8293144264289234
crise,3.8289983947844624
suite,3.828134412155239
morse,3.828105753610629
perts,3.828048057294078
tehrs,3.8277539955736177
noels,3.8277246936329323
teary,3.8272696224257277
taper,3.826802958925678
tower,3.8267495053682965
noser,3.8265411015840622
frets,3.8263434566837873
siler,3.8262379305354592
terai,3.825614461919843
loast,3.825274063998676
tamer,3.8251958714951417
froes,3.8249720957399926
sarge,3.824865932828186
shite,3.8246772256638173
spare,3.824076165372806
curet,3.823931571563535
urite,3.8238557895980265
trash,3.8235958568617594
tawse,3.8232468783481863
arled,3.8231971758123953
trins,3.8226982465139554
doter,3.822452426053327
stade,3.8215595398163718
spate,3.8214771277180497
sitar,3.8206791422438835
toran,3.8202090538520292
motes,3.819834955899569
scrae,3.8194603237583906
mires,3.819364359905968
sager,3.8191922024287392
truce,3.818924006542306
rathe,3.8187570806998288
leant,3.8183279074575855
pater,3.8181839846646892
stean,3.817969354712514
trads,3.817885464013678
tians,3.817753807957254
claes,3.81774995139295
tepas,3.8177403446845277
tsade,3.8176993885661297
stela,3.8176425876896705
onset,3.817497996909685
wanes,3.817401094148814
topes,3.8173962755444815
wared,3.81684576335996
nitre,3.8167311142370908
feast,3.815897212093145
terse,3.8150988146424343
thens,3.815028610305459
carts,3.81501477655643
sawer,3.815008541982154
eards,3.8149936817720667
teats,3.8147686833018817
tides,3.81430925116191
harts,3.8139225102949994
sabre,3.8131418754293875
farse,3.812759649995579
liter,3.812434787916014
sceat,3.812379762473895
tours,3.8120666269915175
rouse,3.811243139818634
stair,3.8111933137054557
throe,3.810533983185754
canes,3.8105328847164643
short,3.8096904042631543
lated,3.809034009775183
gater,3.8089943834920965
herns,3.808982039571115
sower,3.808911217070224
shent,3.8078662618519963
mater,3.807586786317286
fires,3.807286923247939
weans,3.807008875773428
potes,3.8069827127194706
paste,3.806379458847192
botes,3.80582742854758
ropes,3.8053289397844554
treat,3.804893990142708
stied,3.8047933260544684
seton,3.8039166813248193
raine,3.803638029735975
tules,3.803364525031503
baste,3.80296196745385
tolas,3.8028007713771927
heist,3.802731153698275
piets,3.8023871048771833
perst,3.8018005021075667
piers,3.8014800797190316
fetas,3.8012178517317707
geals,3.801139351948479
rapes,3.8010109676458317
noles,3.8009208175895752
soree,3.8002401225540146
satem,3.7995777181125288
aired,3.799552911895562
tahrs,3.799006274080255
aesir,3.798386505690758
dorse,3.7974707277160418
ceils,3.797364038402115
seron,3.7973237300669123
spaer,3.797252474797387
tolar,3.796961764357277
etnas,3.7968574523278664
tress,3.7968321064574715
feals,3.7965674055700185
citer,3.796417132046333
learn,3.7955566771079496
tates,3.7954662939543042
shiel,3.795340517218318
trews,3.795158547158724
takes,3.7949921882622717
betas,3.7948761036039085
meals,3.794795540065045
speat,3.794466633582537
soger,3.7941416690217102
torus,3.7941042851061764
waler,3.794060382983364
apers,3.794038893026077
oners,3.7939067149924837
laten,3.7937639611271594
getas,3.7933163245485293
snort,3.793155352200694
gorse,3.7931241397397195
chert,3.7928714333316407
chase,3.792727470974867
tarsi,3.792656166055458
sweat,3.7919569364116965
steal,3.7915147865161978
towse,3.791445661015571
toper,3.7912998484701954
elans,3.7911488528008426
dites,3.7910132060009136
erics,3.7905541454820906
aides,3.7905243456413817
peals,3.7905037807177915
warts,3.790464985819111
trend,3.7902070179362264
prest,3.7898443249136684
liens,3.7895862316109454
arses,3.789451556748271
teers,3.789175812404959
cheat,3.7891600144790796
robes,3.787501673188062
oared,3.7868221428428304
deals,3.7868052434715005
serai,3.786691741887744
urent,3.7863702911535326
taste,3.7863562344609725
agers,3.786281529891302
doser,3.7862813785970975
lairs,3.785919288433121
apert,3.7856570641072875
taver,3.785403507768006
hoser,3.785337673758527
terms,3.78518477448848
poser,3.7848024447812634
suent,3.7846980577033786
hones,3.784664085330134
worts,3.7843028529968215
swire,3.7842587914367662
losen,3.7842191246801127
petar,3.7838654229629616
swore,3.7837675016616785
wiser,3.78328044970366
dales,3.783106778917217
taish,3.783079916193458
rails,3.7830546808524192
tunes,3.783044193281008
doest,3.7827678849809954
moste,3.782763771234413
caner,3.782763335048577
twire,3.7826256204510056
cures,3.7825609314230215
toses,3.782186900704397
alist,3.7821269174845673
ciels,3.7819219313170787
arils,3.781715046860474
shred,3.7813000419456926
reams,3.7808591731710575
stage,3.7808110602722125
anise,3.780595087472597
trods,3.7800563881999194
rides,3.7794468225224587
loirs,3.779412377886245
thole,3.7793825716829823
freit,3.778772943138581
torte,3.7786783611749697
clies,3.7784692942517077
kores,3.778351268891422
serac,3.7780748540496756
atone,3.7778682916926853
deans,3.7776422005398604
halse,3.7776103598368524
marle,3.7775556577144163
crues,3.7769684709484785
beals,3.7769607354091432
heros,3.7762644544934063
orals,3.7762455886235493
darts,3.7758841273866945
terts,3.77583380669085
trued,3.775793072666771
rants,3.7756386730535576
roils,3.7751223056894965
rares,3.775021627053334
cored,3.7745888871725195
stern,3.774560861360003
soote,3.7744182314092054
waite,3.7743149243834853
geits,3.7743104015131896
leash,3.774264832627254
steil,3.7742548650108048
warst,3.7735041587307614
diets,3.773411413779813
whare,3.7733556224975833
tripe,3.773191017311782
stein,3.772814738529589
coles,3.7728131866610846
soled,3.772504234608066
fiers,3.772420710646496
score,3.7724016799671767
swear,3.7717223030384757
piert,3.7716900052081717
drats,3.77125688113183
peris,3.7712418687337483
wrens,3.770716070309011
niter,3.770654834421587
heils,3.770188081605597
hades,3.769675038302327
lutes,3.7692984375779823
abers,3.7691566857343815
reset,3.7691483313509004
sewar,3.7690609339377388
lines,3.768913695127159
parle,3.768646473467002
lades,3.7685993148307704
sauce,3.768329165049795
shalt,3.7679943278699515
resto,3.7678759320854085
coats,3.7677105223262846
surat,3.7676137526737885
relit,3.7676088801888294
abets,3.76753801411967
triad,3.767494521547716
saber,3.7671532759888064
years,3.766781217089581
raves,3.766436972477506
hanse,3.7662056793162013
goest,3.7660048469802567
troad,3.765980211294726
tenor,3.7657567653258748
worst,3.765469592770885
baels,3.7653603013115142
renos,3.7652424932567996
merit,3.7649913419180705
twier,3.7648721077721503
trail,3.764595771540715
lased,3.7644864758351813
twoer,3.7641371415552864
teaks,3.764043089723887
shone,3.7640040583458383
segar,3.763737157201441
prose,3.763692224126105
sires,3.7634989507632715
times,3.763433664498506
bites,3.7633214388842355
scale,3.7629299894049355
tasse,3.7625388996509064
state,3.762258026426011
lures,3.762213138601078
deros,3.7619138511469856
safer,3.761735988678285
orant,3.7616496945286184
mites,3.761301303191061
shute,3.760974282918942
yores,3.760924885233381
starn,3.7609086687089914
cadre,3.7608614418843462
roses,3.760825581488975
baser,3.7607698914933767
panes,3.7604111760717913
liars,3.760245695374419
maerl,3.7601364226761116
ursae,3.7598147582577703
lotas,3.759631954652046
rases,3.7596261917769995
dealt,3.7595673125125186
toads,3.7594658360643365
areas,3.7593334140805768
hared,3.7590478676907946
brose,3.7590322495583584
biers,3.758017577644338
torsi,3.7577898518445743
mitre,3.75765970260426
salue,3.757475544227005
tiges,3.7574253825269874
rials,3.756963440266419
farle,3.7568193064748683
snirt,3.756818581976579
rears,3.756727770939978
hoars,3.7563847828687082
brent,3.7562568196685526
larnt,3.7559919601345864
sober,3.755168483207299
sieth,3.75512433414969
swale,3.7542729514542263
cried,3.754158799807998
taxes,3.7538547902389845
shade,3.7538471860787834
cones,3.753628604941461
paise,3.753350009956572
etics,3.7531670569758213
alecs,3.753073029340576
feist,3.75294787020676
sheal,3.752924109983886
reaps,3.7528725231399322
terfs,3.7525785315276794
trets,3.7525755912840113
siree,3.7525518489097416
liart,3.7524283882718033
wiels,3.7519172129989276
noise,3.7516536142595416
rores,3.751594324709707
maser,3.751162445264852
palet,3.751133895068549
tajes,3.751046189014265
gites,3.751029958450135
wrast,3.750984246114342
risen,3.750899894698408
holes,3.750754508979416
hoise,3.750563898983576
manes,3.7494754241162345
seals,3.7494417392206203
peans,3.7493928137070043
arced,3.7491567821040355
slade,3.7490443493234347
maise,3.7488576931631576
goels,3.7487880515983587
rosit,3.748530212044692
besat,3.7484814227072936
skate,3.7482893179692875
trems,3.7480872849404347
sonar,3.7478600874616124
solar,3.7477718405383733
islet,3.7477240414208186
brane,3.7472491734033415
heard,3.7472394931116266
trite,3.7470616977208557
porae,3.7466431032933203
pared,3.746312164046539
trial,3.746224984853907
shoat,3.745837815305943
losed,3.7458048667374877
means,3.7456124646390894
istle,3.745559997072433
banes,3.7452814187552295
soral,3.745150035384022
torah,3.745115138781676
cadet,3.74481202733214
prise,3.744709040467873
senor,3.7446763932077567
argle,3.7445522333772536
roins,3.7443057470952286
inset,3.7443000275440848
tribe,3.7442669723068343
toned,3.7438672529532027
serin,3.7437862669997677
trope,3.743648460294056
sties,3.743630568983654
rance,3.743572269304794
marts,3.743461756247888
crits,3.7432912393190327
terga,3.743282303701729
meris,3.74317272642044
etuis,3.743129041813348
realo,3.743003188875758
rains,3.7427700367785492
tyres,3.74265251014385
sherd,3.7424714520886044
lodes,3.74237411731804
saver,3.742349819341469
deist,3.7422869961371914
eater,3.74224432384666
ayres,3.7414201048519837
doats,3.741418652422766
sithe,3.741261530981954
erase,3.7411953896733956
sites,3.7411669528178733
brats,3.7410131828486906
doles,3.7409473236821014
riant,3.740637633127698
morae,3.7405607459258374
smote,3.7405295919659487
wades,3.7404425285760894
eruct,3.7403313400143006
drent,3.7402293981785415
strad,3.740120549290615
tinea,3.739875368930491
tater,3.7395509595706984
lader,3.738524605137329
roves,3.738486622863055
toled,3.738225800962697
fiest,3.7379016744864773
taker,3.737854612058188
weils,3.737728210733473
paire,3.737485316591911
glare,3.737311873284758
silen,3.7372204822022734
males,3.7371894739997384
noirs,3.7370016874627368
saith,3.736327979422245
alure,3.736236245729026
trass,3.7361761393260675
hated,3.7360033303294338
acred,3.7359269585981645
cades,3.735905052403026
laree,3.7357147759612865
whear,3.7356480920084203
enols,3.7355654307020636
oaten,3.735551791255495
coast,3.7355363788870886
drole,3.7355099152460456
blaes,3.735405757918941
routs,3.735357578253982
spire,3.734955492430871
terne,3.7348384774950016
geist,3.734797653531412
seirs,3.7342521720952253
sield,3.7341654873510066
fanes,3.733601690976304
avers,3.7331036247815685
stere,3.733098228345756
lacet,3.733052963983911
tuner,3.7329074903263826
sorer,3.732747822997366
leads,3.7321925547603008
rices,3.7321634858569825
manet,3.7320871280057935
socle,3.7317227864759532
table,3.7316811394597784
prent,3.731271033430078
conte,3.7310529724373036
trest,3.730975917788153
spear,3.7309188136222833
geans,3.730747922126986
rinse,3.7305328436574805
teles,3.7304984105178898
loner,3.730366160462654
wheat,3.7303371008360564
vires,3.7301787010155594
welts,3.7301472770516093
anted,3.7298410674601374
yates,3.729603879069626
scart,3.729502557563541
rimes,3.7284425529014995
totes,3.7284123932883295
pales,3.728189161842458
spore,3.728152633855304
raced,3.728088520855363
litas,3.7279498091247585
selah,3.727489700428673
dorts,3.727340442452171
rotte,3.7271938850005757
smear,3.726836138194035
hairs,3.726744296846838
parts,3.7264870813235698
trona,3.7257918799959424
roads,3.725093473001069
wairs,3.725055973194752
airns,3.7250356833283695
sadhe,3.724920690966201
shirt,3.7248860335310576
crost,3.7248758100053134
togae,3.72473035982703
paren,3.7243679824355267
trams,3.7240849079335563
dearn,3.7240083950274863
merls,3.723827560864978
rakes,3.7237710025970037
votes,3.723730504388194
relet,3.7236521062546744
pearl,3.7236421404273394
laces,3.7234765076380203
lehrs,3.7232487466678945
shoed,3.7231414228854174
bared,3.723086904582535
hosen,3.722895003559838
reest,3.7228718853191816
borts,3.7227681462135607
ripes,3.722719609735925
brise,3.7225707991989445
spier,3.7225587165965566
sider,3.7224530576157044
sleet,3.7223172903594866
rater,3.7223077205568247
salto,3.722303684355535
inert,3.7222965286125103
brute,3.7222020701565333
spale,3.722149935074922
tinas,3.7220508669841688
grace,3.7220368448222096
thine,3.7219959329884746
phare,3.721982490731349
rotan,3.7217994919142288
coirs,3.721723326465904
slant,3.7216995402490243
haute,3.7216348290647714
ashet,3.721538733420793
terra,3.7214833340615288
smite,3.7214671211042454
trogs,3.721203439226655
sable,3.7210399816832513
drest,3.720849872953601
teels,3.7204457314070205
horst,3.7204088876516135
shero,3.7203355085552903
haler,3.719924334998493
aunes,3.719438683560918
beans,3.7190593755530874
prats,3.7186394282079265
tined,3.718453302581824
lease,3.7184015979625853
retag,3.718298199602011
trier,3.718229517972838
crena,3.7182211846260564
metis,3.718164792568199
smore,3.718026960759436
hents,3.7179046831787694
stave,3.717873884165227
harls,3.7178734731951475
tiger,3.7175763579824
crone,3.717574246389456
sonce,3.7173763639387523
apter,3.7171070605590617
piste,3.717047480484077
tokes,3.7168265980237765
birse,3.7167602583234416
presa,3.716718241840775
leish,3.7165028203246964
gales,3.716489298505657
wiles,3.7162763937464485
siled,3.715937265764206
grise,3.715908590326475
blate,3.7156232665107556
almes,3.7155806182060993
verts,3.7152749621319225
morts,3.7152368138258303
train,3.714908421332646
hosel,3.7148448026953993
maire,3.7148281860123196
shine,3.714650212510164
terce,3.714639407265771
wader,3.714530155662901
neath,3.7142928751438213
teind,3.713665807806711
trike,3.713613770852416
shard,3.713512769644147
chart,3.7131979628829943
tiled,3.713115168553381
rokes,3.7129405323896423
sowle,3.7129157419192036
roose,3.7127083755992945
besot,3.712686471041863
diels,3.7122581572375615
frise,3.7118166581587357
recta,3.711653836045487
sault,3.7116444345914714
snead,3.711581791180764
owres,3.711386131543449
clear,3.7113822212785004
cased,3.7111490693163134
sorts,3.711052886554044
crias,3.7106615045370788
voter,3.7105622992206553
scrat,3.7104000444328533
beard,3.710240636054736
sarod,3.709916076183413
bales,3.709751304506658
stake,3.7096141322418745
easts,3.7096007769472155
sidle,3.709445219784765
tarts,3.7094138484486345
saser,3.7089777975050278
trows,3.7086036191884575
yeast,3.7085736458202923
oread,3.708458623483794
ceorl,3.7083888026219918
reaks,3.708334051435384
leres,3.708126199375706
writs,3.707971087866248
arish,3.7077836003857216
slaes,3.707570936124246
breis,3.7074877534632242
redos,3.7074332282283176
serow,3.7068555946694888
outre,3.706831398966321
oriel,3.706468218836302
grots,3.7064290896098777
lames,3.7064093753039438
jeats,3.706321600083932
blaer,3.706235395051673
fared,3.70612900554473
eales,3.705947639599929
potae,3.705883849100775
rests,3.7058235090073124
shied,3.705744027310522
buret,3.7057035299455166
samel,3.7054470862469144
solde,3.7051629155032564
louse,3.704870964688205
thans,3.7048014563742093
ports,3.704727488113408
osier,3.7045992699314505
taras,3.7043009848910073
spane,3.7040897703592206
spite,3.704033831158142
slice,3.7039944271021605
retia,3.7037483242143354
plies,3.7033870936349254
meant,3.7033814168356862
sharn,3.703280348687967
sieur,3.7032641338180894
taxer,3.7031695890760172
three,3.7030890865461394
avert,3.7023269888994794
larns,3.702211565349551
brace,3.70210741223444
tuile,3.702104623099509
verst,3.7020934759060684
sawed,3.701904915788653
poles,3.7016289718994115
peons,3.7015195951038473
sanes,3.7014906495568534
timer,3.7014399944161047
teaed,3.7013319658784014
trema,3.7013104451527035
farts,3.701285577914791
forel,3.701158678477816
trove,3.701141390077953
texas,3.700998652137899
moles,3.7009858010373846
horas,3.7007248096277325
easer,3.700497731816082
huers,3.700469666463039
reach,3.7001308586353097
ribes,3.6997032419047176
lited,3.699701754336443
blare,3.6996899251210467
leare,3.6996708099322775
sweir,3.6993938412595537
tsars,3.6993615479680155
biter,3.6991950684520796
phase,3.6990296216359764
wried,3.698987548311524
ogres,3.6983890816013867
satin,3.698193922307109
trabs,3.697634771351775
ratus,3.697569023159759
deils,3.6974609565232512
irade,3.6973725689660615
flare,3.697086893903756
acnes,3.697071594962686
lathe,3.696955850451856
troke,3.696940332768911
lomes,3.6967342807274526
tarps,3.6967069548171665
plate,3.6966706479984794
morel,3.6962235207813867
reata,3.6962192231239945
celts,3.6960700735552834
saunt,3.6956634241296147
brast,3.695548937716596
deair,3.6953615855143043
alder,3.695277228188246
nodes,3.695071591567403
forts,3.6950438075046197
santo,3.6949931493828716
raths,3.694895579438614
boite,3.694602727246798
denar,3.694535230175522
regos,3.694441731051798
cause,3.6941089083672756
tuans,3.6940058691010926
sales,3.693972409045559
drant,3.6938952672333443
smart,3.6938563631291523
wines,3.693768574175022
smelt,3.6937130510014504
blert,3.693706894522932
loans,3.6936423896276396
rotal,3.693615753554909
luter,3.6933711358446293
boart,3.693160794201032
liane,3.6930208710004098
rivet,3.692897150588363
etats,3.692816251727097
liras,3.6928122603500757
stele,3.6926020624529046
miter,3.6917585094523764
borel,3.6915246804662623
rasse,3.6912790805844526
toyer,3.691236998454111
traps,3.6911482290259463
loges,3.6910725649023184
cesta,3.6909131000356146
soave,3.690723333650834
grade,3.6906202952406733
trefa,3.690233967896621
shame,3.6901361474094196
edits,3.690133818403836
steno,3.689714246731987
loure,3.6895322293279538
emits,3.689262038295712
pones,3.689090258580177
pures,3.689079132572808
veals,3.689025012325316
sheas,3.6884630912286247
elint,3.6883393558465705
chars,3.6880591908611615
seans,3.6880292544468016
blets,3.6879813907930035
stars,3.687534842345068
salle,3.6874121493361476
laris,3.687408259980527
roust,3.6873363226374525
tyers,3.687103971422632
solei,3.6870982181376535
lacer,3.686843698525333
frats,3.6866632445728857
asset,3.686036887091964
euros,3.685863633164044
sowne,3.685399478221584
codes,3.6853295956828505
perns,3.68522876195193
saker,3.6851236140682744
prole,3.684936869256859
stria,3.684793162530705
turns,3.684745759472591
trats,3.684732763160152
wersh,3.684538341607145
amies,3.684509986753226
waist,3.6844612683794784
toter,3.68444653374438
easle,3.6843434336632166
pleas,3.6843029147990003
steer,3.684142201442863
harns,3.6841042011923895
cents,3.68333677596669
wents,3.683245980373706
hames,3.6826736463608474
noted,3.6823642312362894
grues,3.6820739209872815
bones,3.681945660819972
natis,3.6816375769901093
omers,3.681624493630147
roule,3.6813258082710694
ceria,3.681316107854237
loris,3.6813086503898256
bread,3.6811864527812914
melas,3.6811708620117343
goles,3.6810941390055665
swole,3.6808885671004963
alews,3.680569483033138
rules,3.6803303547622135
fleas,3.6801163672053576
lants,3.6800895583014035
titre,3.6800630065279125
recit,3.6799523179787283
chore,3.6798757282673242
lopes,3.679733580916855
hause,3.6794520815914677
gerah,3.6791261579558325
mures,3.6790363601199934
boars,3.6788934180805963
chose,3.6788475668854215
doner,3.678649023826985
tawed,3.6785565170138894
pelas,3.678475681344479
wired,3.6779823199952326
resod,3.6777683521967157
rhone,3.677732664491748
flies,3.6772852640718763
enact,3.6772117346557804
sured,3.677201925463458
treks,3.676926291339304
paler,3.6767000941960912
samen,3.6764708243264854
inter,3.6764532079632954
tetra,3.676410080848001
lowes,3.6763182903600176
runes,3.6762642226072373
steam,3.676040423225773
false,3.6758181052084904
poise,3.6755415008493375
trild,3.6755088031302994
sayer,3.675192470711474
strew,3.6750401162364636
ketas,3.6748607180021766
names,3.674616414614266
stain,3.6746032131663116
spaed,3.6744898659713874
coits,3.6743340288502124
paten,3.6742504405561087
toker,3.6741384504751715
rahed,3.67410900733353
fetor,3.6740206089305185
daces,3.6739541673456038
heads,3.6736743465008392
large,3.673325303600528
waits,3.673228566972915
tapen,3.673093227027238
lenis,3.6730326526206043
spart,3.672995175936726
coder,3.672716157974068
retie,3.6724479179187304
miser,3.672228074870809
shape,3.672186978131854
torrs,3.6720755431310828
drone,3.6720589529519767
borne,3.6719931331233213
blase,3.671799420146406
raxes,3.671695148677873
cleat,3.6715450122889646
